export_date,Building ID,Name,Estate ID,Road,Number,Zip,City,Owned,Gross area,Net area,Last change
2026-06-29,1010,BV02 Nordre Krudtmagasin,1002,,,,København,False,0.0,0.0,2026-06-26 11:06:15
2026-06-29,1009,BV01 Søminestation,1002,,,,København,False,0.0,0.0,2026-06-26 11:05:33
2026-06-29,1008,03 Kassemat,1002,Trekroner,1,,København,False,0.0,0.0,2026-06-26 11:04:52
2026-06-29,1007,02 Søndre Kasernebygning,1002,Trekroner,1,,København,False,0.0,0.0,2026-06-26 11:04:03
2026-06-29,1006,01 Nordre Kasernebygning,1002,Trekroner,1,,København,False,0.0,0.0,2026-06-26 11:03:42
2026-06-29,1005,00 Udeareal: Søfortet Trekroner,1002,,,,København,False,0.0,0.0,2026-06-26 11:02:35
2026-06-29,1012,BV04 Nordre Magasin 1,1002,,,,København,False,0.0,0.0,2026-06-26 11:02:35
2026-06-29,1013,BV05 Søndre Magasin 1,1002,Trekroner,1,,København,False,0.0,0.0,2026-06-26 11:02:35
2026-06-29,1014,BV06 Nordre Magasin 2,1002,,,,København,False,0.0,0.0,2026-06-26 11:02:35
2026-06-29,1015,BV07 Søndre magasin 2,1002,,,,København,False,0.0,0.0,2026-06-26 11:02:35
2026-06-29,1016,BV08 Hegnsmur Nord,1002,,,,København,False,0.0,0.0,2026-06-26 11:02:35
2026-06-29,1017,BV09 Hegnsmur Syd,1002,Trekroner,1,,København,False,0.0,0.0,2026-06-26 11:02:35
2026-06-29,1018,BV10 Kongetrappe,1002,,,,København,False,0.0,0.0,2026-06-26 11:02:35
2026-06-29,1019,BV11 Nordre Sømærke,1002,,,,København,False,0.0,0.0,2026-06-26 11:02:35
2026-06-29,1020,BV12 Søndre Sømærke,1002,Trekroner,1,,København,False,0.0,0.0,2026-06-26 11:02:35
2026-06-29,1021,BV13 Nordre face,1002,,,,København,False,0.0,0.0,2026-06-26 11:02:35
2026-06-29,1022,BV14 Søndre face,1002,Trekroner,1,,København,False,0.0,0.0,2026-06-26 11:02:35
2026-06-29,1023,BV15 Flydebro,1002,Trekroner,1,,København,False,0.0,0.0,2026-06-26 11:02:35
2026-06-29,1024,BV16 Caponere,1002,Trekroner,1,,København,False,0.0,0.0,2026-06-26 11:02:35
2026-06-29,1004,Hovedhuset,2,Jægersborg Alle,99,2820,Gentofte,False,0.0,0.0,2026-06-13 20:14:33
2026-06-29,1003,Test RVT,2,Jægersborg Alle,99,2820,Gentofte,False,0.0,0.0,2026-05-20 06:43:56
2026-06-29,1002,test af BIM,2,Bernstorff Slot,1,2820,Gentofte,False,0.0,24.575,2026-05-05 13:42:58
2026-06-29,2,Test,2,H.C. Andersens Boulevard,4,1553,København,True,0.0,0.0,2026-03-17 13:17:02
2026-06-30,1011,BV03 Søndre Krudtmagasin,1002,Trekroner,1,,København,False,0.0,0.0,2026-06-26 11:06:59
2026-06-30,1010,BV02 Nordre Krudtmagasin,1002,,,,København,False,0.0,0.0,2026-06-26 11:06:15
2026-06-30,1009,BV01 Søminestation,1002,,,,København,False,0.0,0.0,2026-06-26 11:05:33
2026-06-30,1008,03 Kassemat,1002,Trekroner,1,,København,False,0.0,0.0,2026-06-26 11:04:52
2026-06-30,1007,02 Søndre Kasernebygning,1002,Trekroner,1,,København,False,0.0,0.0,2026-06-26 11:04:03
2026-06-30,1006,01 Nordre Kasernebygning,1002,Trekroner,1,,København,False,0.0,0.0,2026-06-26 11:03:42
2026-06-30,1005,00 Udeareal: Søfortet Trekroner,1002,,,,København,False,0.0,0.0,2026-06-26 11:02:35
2026-06-30,1012,BV04 Nordre Magasin 1,1002,,,,København,False,0.0,0.0,2026-06-26 11:02:35
2026-06-30,1013,BV05 Søndre Magasin 1,1002,Trekroner,1,,København,False,0.0,0.0,2026-06-26 11:02:35
2026-06-30,1014,BV06 Nordre Magasin 2,1002,,,,København,False,0.0,0.0,2026-06-26 11:02:35
2026-06-30,1015,BV07 Søndre magasin 2,1002,,,,København,False,0.0,0.0,2026-06-26 11:02:35
2026-06-30,1016,BV08 Hegnsmur Nord,1002,,,,København,False,0.0,0.0,2026-06-26 11:02:35
2026-06-30,1017,BV09 Hegnsmur Syd,1002,Trekroner,1,,København,False,0.0,0.0,2026-06-26 11:02:35
2026-06-30,1018,BV10 Kongetrappe,1002,,,,København,False,0.0,0.0,2026-06-26 11:02:35
2026-06-30,1019,BV11 Nordre Sømærke,1002,,,,København,False,0.0,0.0,2026-06-26 11:02:35
2026-06-30,1020,BV12 Søndre Sømærke,1002,Trekroner,1,,København,False,0.0,0.0,2026-06-26 11:02:35
2026-06-30,1021,BV13 Nordre face,1002,,,,København,False,0.0,0.0,2026-06-26 11:02:35
2026-06-30,1022,BV14 Søndre face,1002,Trekroner,1,,København,False,0.0,0.0,2026-06-26 11:02:35
2026-06-30,1023,BV15 Flydebro,1002,Trekroner,1,,København,False,0.0,0.0,2026-06-26 11:02:35
2026-06-30,1024,BV16 Caponere,1002,Trekroner,1,,København,False,0.0,0.0,2026-06-26 11:02:35
2026-06-30,1004,Hovedhuset,2,Jægersborg Alle,99,2820,Gentofte,False,0.0,0.0,2026-06-13 20:14:33
2026-06-30,1003,Test RVT,2,Jægersborg Alle,99,2820,Gentofte,False,0.0,0.0,2026-05-20 06:43:56
2026-06-30,1002,test af BIM,2,Bernstorff Slot,1,2820,Gentofte,False,0.0,24.575,2026-05-05 13:42:58
2026-06-30,2,Test,2,H.C. Andersens Boulevard,4,1553,København,True,0.0,0.0,2026-03-17 13:17:02
2026-07-01,1011,BV03 Søndre Krudtmagasin,1002,Trekroner,1,,København,False,0.0,0.0,2026-06-26 11:06:59
2026-07-01,1010,BV02 Nordre Krudtmagasin,1002,,,,København,False,0.0,0.0,2026-06-26 11:06:15
2026-07-01,1009,BV01 Søminestation,1002,,,,København,False,0.0,0.0,2026-06-26 11:05:33
2026-07-01,1008,03 Kassemat,1002,Trekroner,1,,København,False,0.0,0.0,2026-06-26 11:04:52
2026-07-01,1007,02 Søndre Kasernebygning,1002,Trekroner,1,,København,False,0.0,0.0,2026-06-26 11:04:03
2026-07-01,1006,01 Nordre Kasernebygning,1002,Trekroner,1,,København,False,0.0,0.0,2026-06-26 11:03:42
2026-07-01,1005,00 Udeareal: Søfortet Trekroner,1002,,,,København,False,0.0,0.0,2026-06-26 11:02:35
2026-07-01,1012,BV04 Nordre Magasin 1,1002,,,,København,False,0.0,0.0,2026-06-26 11:02:35
2026-07-01,1013,BV05 Søndre Magasin 1,1002,Trekroner,1,,København,False,0.0,0.0,2026-06-26 11:02:35
2026-07-01,1014,BV06 Nordre Magasin 2,1002,,,,København,False,0.0,0.0,2026-06-26 11:02:35
2026-07-01,1015,BV07 Søndre magasin 2,1002,,,,København,False,0.0,0.0,2026-06-26 11:02:35
2026-07-01,1016,BV08 Hegnsmur Nord,1002,,,,København,False,0.0,0.0,2026-06-26 11:02:35
2026-07-01,1017,BV09 Hegnsmur Syd,1002,Trekroner,1,,København,False,0.0,0.0,2026-06-26 11:02:35
2026-07-01,1018,BV10 Kongetrappe,1002,,,,København,False,0.0,0.0,2026-06-26 11:02:35
2026-07-01,1019,BV11 Nordre Sømærke,1002,,,,København,False,0.0,0.0,2026-06-26 11:02:35
2026-07-01,1020,BV12 Søndre Sømærke,1002,Trekroner,1,,København,False,0.0,0.0,2026-06-26 11:02:35
2026-07-01,1021,BV13 Nordre face,1002,,,,København,False,0.0,0.0,2026-06-26 11:02:35
2026-07-01,1022,BV14 Søndre face,1002,Trekroner,1,,København,False,0.0,0.0,2026-06-26 11:02:35
2026-07-01,1023,BV15 Flydebro,1002,Trekroner,1,,København,False,0.0,0.0,2026-06-26 11:02:35
2026-07-01,1024,BV16 Caponere,1002,Trekroner,1,,København,False,0.0,0.0,2026-06-26 11:02:35
2026-07-01,1004,Hovedhuset,2,Jægersborg Alle,99,2820,Gentofte,False,0.0,0.0,2026-06-13 20:14:33
2026-07-01,1003,Test RVT,2,Jægersborg Alle,99,2820,Gentofte,False,0.0,0.0,2026-05-20 06:43:56
2026-07-01,1002,test af BIM,2,Bernstorff Slot,1,2820,Gentofte,False,0.0,24.575,2026-05-05 13:42:58
2026-07-01,2,Test,2,H.C. Andersens Boulevard,4,1553,København,True,0.0,0.0,2026-03-17 13:17:02
2026-07-02,1011,BV03 Søndre Krudtmagasin,1002,Trekroner,1,,København,False,0.0,0.0,2026-06-26 11:06:59
2026-07-02,1010,BV02 Nordre Krudtmagasin,1002,,,,København,False,0.0,0.0,2026-06-26 11:06:15
2026-07-02,1009,BV01 Søminestation,1002,,,,København,False,0.0,0.0,2026-06-26 11:05:33
2026-07-02,1008,03 Kassemat,1002,Trekroner,1,,København,False,0.0,0.0,2026-06-26 11:04:52
2026-07-02,1007,02 Søndre Kasernebygning,1002,Trekroner,1,,København,False,0.0,0.0,2026-06-26 11:04:03
2026-07-02,1006,01 Nordre Kasernebygning,1002,Trekroner,1,,København,False,0.0,0.0,2026-06-26 11:03:42
2026-07-02,1005,00 Udeareal: Søfortet Trekroner,1002,,,,København,False,0.0,0.0,2026-06-26 11:02:35
2026-07-02,1012,BV04 Nordre Magasin 1,1002,,,,København,False,0.0,0.0,2026-06-26 11:02:35
2026-07-02,1013,BV05 Søndre Magasin 1,1002,Trekroner,1,,København,False,0.0,0.0,2026-06-26 11:02:35
2026-07-02,1014,BV06 Nordre Magasin 2,1002,,,,København,False,0.0,0.0,2026-06-26 11:02:35
2026-07-02,1015,BV07 Søndre magasin 2,1002,,,,København,False,0.0,0.0,2026-06-26 11:02:35
2026-07-02,1016,BV08 Hegnsmur Nord,1002,,,,København,False,0.0,0.0,2026-06-26 11:02:35
2026-07-02,1017,BV09 Hegnsmur Syd,1002,Trekroner,1,,København,False,0.0,0.0,2026-06-26 11:02:35
2026-07-02,1018,BV10 Kongetrappe,1002,,,,København,False,0.0,0.0,2026-06-26 11:02:35
2026-07-02,1019,BV11 Nordre Sømærke,1002,,,,København,False,0.0,0.0,2026-06-26 11:02:35
2026-07-02,1020,BV12 Søndre Sømærke,1002,Trekroner,1,,København,False,0.0,0.0,2026-06-26 11:02:35
2026-07-02,1021,BV13 Nordre face,1002,,,,København,False,0.0,0.0,2026-06-26 11:02:35
2026-07-02,1022,BV14 Søndre face,1002,Trekroner,1,,København,False,0.0,0.0,2026-06-26 11:02:35
2026-07-02,1023,BV15 Flydebro,1002,Trekroner,1,,København,False,0.0,0.0,2026-06-26 11:02:35
2026-07-02,1024,BV16 Caponere,1002,Trekroner,1,,København,False,0.0,0.0,2026-06-26 11:02:35
2026-07-02,1004,Hovedhuset,2,Jægersborg Alle,99,2820,Gentofte,False,0.0,0.0,2026-06-13 20:14:33
2026-07-02,1003,Test RVT,2,Jægersborg Alle,99,2820,Gentofte,False,0.0,0.0,2026-05-20 06:43:56
2026-07-02,1002,test af BIM,2,Bernstorff Slot,1,2820,Gentofte,False,0.0,24.575,2026-05-05 13:42:58
2026-07-02,2,Test,2,H.C. Andersens Boulevard,4,1553,København,True,0.0,0.0,2026-03-17 13:17:02
2026-07-03,1011,BV03 Søndre Krudtmagasin,1002,Trekroner,1,,København,False,0.0,0.0,2026-06-26 11:06:59
2026-07-03,1010,BV02 Nordre Krudtmagasin,1002,,,,København,False,0.0,0.0,2026-06-26 11:06:15
2026-07-03,1009,BV01 Søminestation,1002,,,,København,False,0.0,0.0,2026-06-26 11:05:33
2026-07-03,1008,03 Kassemat,1002,Trekroner,1,,København,False,0.0,0.0,2026-06-26 11:04:52
2026-07-03,1007,02 Søndre Kasernebygning,1002,Trekroner,1,,København,False,0.0,0.0,2026-06-26 11:04:03
2026-07-03,1006,01 Nordre Kasernebygning,1002,Trekroner,1,,København,False,0.0,0.0,2026-06-26 11:03:42
2026-07-03,1005,00 Udeareal: Søfortet Trekroner,1002,,,,København,False,0.0,0.0,2026-06-26 11:02:35
2026-07-03,1012,BV04 Nordre Magasin 1,1002,,,,København,False,0.0,0.0,2026-06-26 11:02:35
2026-07-03,1013,BV05 Søndre Magasin 1,1002,Trekroner,1,,København,False,0.0,0.0,2026-06-26 11:02:35
2026-07-03,1014,BV06 Nordre Magasin 2,1002,,,,København,False,0.0,0.0,2026-06-26 11:02:35
2026-07-03,1015,BV07 Søndre magasin 2,1002,,,,København,False,0.0,0.0,2026-06-26 11:02:35
2026-07-03,1016,BV08 Hegnsmur Nord,1002,,,,København,False,0.0,0.0,2026-06-26 11:02:35
2026-07-03,1017,BV09 Hegnsmur Syd,1002,Trekroner,1,,København,False,0.0,0.0,2026-06-26 11:02:35
2026-07-03,1018,BV10 Kongetrappe,1002,,,,København,False,0.0,0.0,2026-06-26 11:02:35
2026-07-03,1019,BV11 Nordre Sømærke,1002,,,,København,False,0.0,0.0,2026-06-26 11:02:35
2026-07-03,1020,BV12 Søndre Sømærke,1002,Trekroner,1,,København,False,0.0,0.0,2026-06-26 11:02:35
2026-07-03,1021,BV13 Nordre face,1002,,,,København,False,0.0,0.0,2026-06-26 11:02:35
2026-07-03,1022,BV14 Søndre face,1002,Trekroner,1,,København,False,0.0,0.0,2026-06-26 11:02:35
2026-07-03,1023,BV15 Flydebro,1002,Trekroner,1,,København,False,0.0,0.0,2026-06-26 11:02:35
2026-07-03,1024,BV16 Caponere,1002,Trekroner,1,,København,False,0.0,0.0,2026-06-26 11:02:35
2026-07-03,1004,Hovedhuset,2,Jægersborg Alle,99,2820,Gentofte,False,0.0,0.0,2026-06-13 20:14:33
2026-07-03,1003,Test RVT,2,Jægersborg Alle,99,2820,Gentofte,False,0.0,0.0,2026-05-20 06:43:56
2026-07-03,1002,test af BIM,2,Bernstorff Slot,1,2820,Gentofte,False,0.0,24.575,2026-05-05 13:42:58
2026-07-03,2,Test,2,H.C. Andersens Boulevard,4,1553,København,True,0.0,0.0,2026-03-17 13:17:02
2026-07-04,1011,BV03 Søndre Krudtmagasin,1002,Trekroner,1,,København,False,0.0,0.0,2026-06-26 11:06:59
2026-07-04,1010,BV02 Nordre Krudtmagasin,1002,,,,København,False,0.0,0.0,2026-06-26 11:06:15
2026-07-04,1009,BV01 Søminestation,1002,,,,København,False,0.0,0.0,2026-06-26 11:05:33
2026-07-04,1008,03 Kassemat,1002,Trekroner,1,,København,False,0.0,0.0,2026-06-26 11:04:52
2026-07-04,1007,02 Søndre Kasernebygning,1002,Trekroner,1,,København,False,0.0,0.0,2026-06-26 11:04:03
2026-07-04,1006,01 Nordre Kasernebygning,1002,Trekroner,1,,København,False,0.0,0.0,2026-06-26 11:03:42
2026-07-04,1005,00 Udeareal: Søfortet Trekroner,1002,,,,København,False,0.0,0.0,2026-06-26 11:02:35
2026-07-04,1012,BV04 Nordre Magasin 1,1002,,,,København,False,0.0,0.0,2026-06-26 11:02:35
2026-07-04,1013,BV05 Søndre Magasin 1,1002,Trekroner,1,,København,False,0.0,0.0,2026-06-26 11:02:35
2026-07-04,1014,BV06 Nordre Magasin 2,1002,,,,København,False,0.0,0.0,2026-06-26 11:02:35
2026-07-04,1015,BV07 Søndre magasin 2,1002,,,,København,False,0.0,0.0,2026-06-26 11:02:35
2026-07-04,1016,BV08 Hegnsmur Nord,1002,,,,København,False,0.0,0.0,2026-06-26 11:02:35
2026-07-04,1017,BV09 Hegnsmur Syd,1002,Trekroner,1,,København,False,0.0,0.0,2026-06-26 11:02:35
2026-07-04,1018,BV10 Kongetrappe,1002,,,,København,False,0.0,0.0,2026-06-26 11:02:35
2026-07-04,1019,BV11 Nordre Sømærke,1002,,,,København,False,0.0,0.0,2026-06-26 11:02:35
2026-07-04,1020,BV12 Søndre Sømærke,1002,Trekroner,1,,København,False,0.0,0.0,2026-06-26 11:02:35
2026-07-04,1021,BV13 Nordre face,1002,,,,København,False,0.0,0.0,2026-06-26 11:02:35
2026-07-04,1022,BV14 Søndre face,1002,Trekroner,1,,København,False,0.0,0.0,2026-06-26 11:02:35
2026-07-04,1023,BV15 Flydebro,1002,Trekroner,1,,København,False,0.0,0.0,2026-06-26 11:02:35
2026-07-04,1024,BV16 Caponere,1002,Trekroner,1,,København,False,0.0,0.0,2026-06-26 11:02:35
2026-07-04,1004,Hovedhuset,2,Jægersborg Alle,99,2820,Gentofte,False,0.0,0.0,2026-06-13 20:14:33
2026-07-04,1003,Test RVT,2,Jægersborg Alle,99,2820,Gentofte,False,0.0,0.0,2026-05-20 06:43:56
2026-07-04,1002,test af BIM,2,Bernstorff Slot,1,2820,Gentofte,False,0.0,24.575,2026-05-05 13:42:58
2026-07-04,2,Test,2,H.C. Andersens Boulevard,4,1553,København,True,0.0,0.0,2026-03-17 13:17:02
2026-07-05,1011,BV03 Søndre Krudtmagasin,1002,Trekroner,1,,København,False,0.0,0.0,2026-06-26 11:06:59
2026-07-05,1010,BV02 Nordre Krudtmagasin,1002,,,,København,False,0.0,0.0,2026-06-26 11:06:15
2026-07-05,1009,BV01 Søminestation,1002,,,,København,False,0.0,0.0,2026-06-26 11:05:33
2026-07-05,1008,03 Kassemat,1002,Trekroner,1,,København,False,0.0,0.0,2026-06-26 11:04:52
2026-07-05,1007,02 Søndre Kasernebygning,1002,Trekroner,1,,København,False,0.0,0.0,2026-06-26 11:04:03
2026-07-05,1006,01 Nordre Kasernebygning,1002,Trekroner,1,,København,False,0.0,0.0,2026-06-26 11:03:42
2026-07-05,1005,00 Udeareal: Søfortet Trekroner,1002,,,,København,False,0.0,0.0,2026-06-26 11:02:35
2026-07-05,1012,BV04 Nordre Magasin 1,1002,,,,København,False,0.0,0.0,2026-06-26 11:02:35
2026-07-05,1013,BV05 Søndre Magasin 1,1002,Trekroner,1,,København,False,0.0,0.0,2026-06-26 11:02:35
